,text,author
9097,He threatened excommunication and hell fire in my last moments if I continued obdurate.,MWS
9098,It was something I found in my coat the next morning.,HPL
9099,"Time is no more, for I have stepped within the threshold of eternity; each man I meet appears a corse, which will soon be deserted of its animating spark, on the eve of decay and corruption.",MWS
9100,"In taking leave of me, Mr. B. made a proposition for the purchase of the paper when written; but as he could offer me only fifty guineas a sheet, I thought it better to let our society have it, than sacrifice it for so paltry a sum.",EAP
9101,These sublime and magnificent scenes afforded me the greatest consolation that I was capable of receiving.,MWS
9102,Upon one thing I was absolutely resolved.,HPL
9103,I can't bear to hear innocent individuals abused and the way the whole town took to cursing Tom Dobson and Bobby Tompkins was really awful to hear.,EAP
9104,"Miserable, unhappy wretch ""Other lessons were impressed upon me even more deeply.",MWS
9105,"Thus, with me, yesterday was Sunday thus, with you, to day is Sunday and thus, with Pratt, to morrow will be Sunday.",EAP
9106,"Dunwich folk read the stories when they appeared, and grinned over the obvious mistakes.",HPL
9107,"A touch of colour came to cheeks hitherto chalk white, and spread out under the curiously ample stubble of sandy beard.",HPL
9108,She could not disguise to herself that any change would separate her from him; now she saw him each day.,MWS
9109,"She listened eagerly to him, yet tantalized herself by giving to his words a meaning foreign to their true interpretation, and adverse to her hopes.",MWS
9110,"Here the dense growth of weeds and briers hindered me and cruelly tore my clothes, but I was none the less glad that they were there to give me concealment in case of peril.",HPL
9111,"""Name it, my beloved, my Eugenie, my own name it but, alas it is already yielded ere named.""",EAP
9112,But it is your happiness I desire as well as my own when I declare to you that our marriage would render me eternally miserable unless it were the dictate of your own free choice.,MWS
9113,"For although we may admit infinite littleness in the atoms themselves, the infinitude of littleness in the spaces between them is an absurdity.",EAP
9114,"From those blurred and fragmentary memories we may infer much, yet prove little.",HPL
9115,But why approach my chamber?,MWS
9116,"The scenery, judged by any ordinary aesthetic canon, is more than commonly beautiful; yet there is no influx of artists or summer tourists.",HPL
9117,Every thing was perfectly silent no groans or noises of any kind.,EAP
9118,We have thus this arrangement: the tree;?,EAP
9119,And now I began to live.,MWS
9120,Never came back there can't be more'n or people living there now.,HPL
9121,"And it was the high priest Gnai Kah who first saw the shadows that descended from the gibbous moon into the lake, and the damnable green mists that arose from the lake to meet the moon and to shroud in a sinister haze the towers and the domes of fated Sarnath.",HPL
9122,"Much was expected of it; and as a few twitching motions began to appear, I could see the feverish interest on West's face.",HPL
9123,You must choose between these and your protectorate.,MWS
9124,The cause of the conference was a horror that brooded on the hills.,HPL
9125,"""Don't move,"" he cautioned, ""for in these rays we are able to be seen as well as to see.",HPL
9126,"The immediate peril urged them to seize the immediate opportunity; wildly and passionately they sought to know what delights existence afforded, before they yielded to death, and Snatching their pleasures with rough strife Thorough the iron gates of life, they defied the conquering pestilence to destroy what had been, or to erase even from their death bed thoughts the sentiment of happiness which had been theirs.",MWS
9127,"At my evident ignorance of his meaning, the pitchy eyes once more flashed malevolently at me, until, helpless as I saw my opponent to be, I trembled as I watched him.",HPL
9128,Madame Lalande had not overrated the musical abilities of her friends; and the singing I here heard I had never heard excelled in any private circle out of Vienna.,EAP
9129,"It was only a minute's work, and then came a sixpence.",EAP
9130,"And the hippopotami heard my call, and came, with the behemoth, unto the foot of the rock, and roared loudly and fearfully beneath the moon.",EAP
9131,"I am aware that by many I shall be held to blame for speaking in a manner so cursory, of a transaction so impalpable.",EAP
9132,I know what has happened.,HPL
9133,"Was I, then, a monster, a blot upon the earth, from which all men fled and whom all men disowned?",MWS
9134,"I felt that my vision grew dim, that my reason wandered; and it was only by a violent effort that I at length succeeded in nerving myself to the task which duty thus once more had pointed out.",EAP
9135,"It was necessary that I should return without delay to Geneva, there to watch over the lives of those I so fondly loved and to lie in wait for the murderer, that if any chance led me to the place of his concealment, or if he dared again to blast me by his presence, I might, with unfailing aim, put an end to the existence of the monstrous image which I had endued with the mockery of a soul still more monstrous.",MWS
9136,I have no ambition to lose my life on the post road between St. Petersburgh and Archangel.,MWS
9137,I say signature; because its position upon the vellum suggested this idea.,EAP
9138,"Apply to the 'Hum Drum,' the 'Lollipop,' or the 'Goosetherumfoodle.'",EAP
9139,"WHATEVER doubt may still envelop the rationale of mesmerism, its startling facts are now almost universally admitted.",EAP
9140,"His desire of restoring his lovely friend to her rank in society, and to her lost prosperity, animated him, and he poured forth with energy, all his wishes and intentions on that subject.",MWS
9141,"August th, My affection for my guest increases every day.",MWS
9142,"Even the Providence Art Club, anxious to preserve its conservatism, had found him quite hopeless.",HPL
9143,There is no immateriality it is a mere word.,EAP
9144,"As the earth became more desolate, her difficulty in acquiring sustenance increased; at first, her son, who lived near, had humoured her by placing articles of food in her way: at last he died.",MWS
9145,"For the door and windows of the undersea temple hewn from the rocky hill were vividly aglow with a flickering radiance, as from a mighty altar flame far within.",HPL
9146,"A letter came unawares, Perdita read it.",MWS
9147,I pondered upon their conformation.,EAP
9148,"And, sure enough, one fine morning the keepers found themselves pinioned hand and foot, and thrown into the cells, where they were attended, as if they were the lunatics, by the lunatics themselves, who had usurped the offices of the keepers.""",EAP
9149,"But the feverishness still hung on, and the whines of the loomfixer were an unnerving influence.",HPL
9150,"By the application of praise, censure, and exhortation, she tried to seek and strike the fitting chords; and though the melody that followed her touch seemed discord to her, she built her hopes on his talents, and felt sure that she would at last win him.",MWS
9151,"Her person was formed in the most feminine proportions; she was not tall, but her mountain life had given freedom to her motions, so that her light step scarce made her foot fall heard as she tript across the hall to meet me.",MWS
9152,"I can give you some veal a la Menehoult, with cauliflowers in veloute sauce after that a glass of Clos de Vougeot then your nerves will be sufficiently steadied.""",EAP
9153,"Looking at my watch, I found it six o'clock.",EAP
9154,"No one cared to remain there amidst the stench and tarry stickiness, but all turned instinctively to the line of horrible prints leading on toward the wrecked Whateley farmhouse and the altar crowned slopes of Sentinel Hill.",HPL
9155,"Having opened this drawer to its full extent, a small cushion, and a set of chessmen, fixed in a frame work made to support them perpendicularly, are discovered.",EAP
9156,"But my chief anxiety was concerning the balloon, which, in spite of the varnish with which it was defended, began to grow rather heavy with the moisture; the powder also was liable to damage.",EAP
9157,"A visiter at his office, a few days prior to the girl's disappearance, and during the absence of its occupant, had observed a rose in the key hole of the door, and the name ""Marie"" inscribed upon a slate which hung near at hand.",EAP
9158,"I have heard him called inconstant of purpose when he deserted, for the sake of love, the hope of sovereignty, and when he abdicated the protectorship of England, men blamed his infirmity of purpose.",MWS
9159,Then it was obvious that the pursuers were gaining.,HPL
9160,"Yet its memory was replete with horror horror more horrible from being vague, and terror more terrible from ambiguity.",EAP
9161,"Ugh There are few persons I loathe more than that cursed little Syrian rat I have myself been carried back to Roman times by my recent perusal of James Rhoades' Æneid, a translation never before read by me, and more faithful to P. Maro than any other versified version I have ever seen including that of my late uncle Dr. Clark, which did not attain publication.",HPL
9162,"There entered three men, who introduced themselves, with perfect suavity, as officers of the police.",EAP
9163,"He betook himself to books with ardour, and reposed from study in the society he best loved, that of his sister and myself.",MWS
9164,We are said to love much those whom we greatly benefit.,MWS
9165,"Do you see any change in the water?""",EAP
9166,"The first manifestations, although marked, are unequivocal.",EAP
9167,"Startled at the sound, I sprang upon my feet: while the gondolier, letting slip his single oar, lost it in the pitchy darkness beyond a chance of recovery, and we were consequently left to the guidance of the current which here sets from the greater into the smaller channel.",EAP
9168,"The aversion displayed toward him by dogs had now become a matter of wide remark, and he was obliged to carry a pistol in order to traverse the countryside in safety.",HPL
9169,"Who are you, pray, that I, Duc De L'Omelette, Prince de Foie Gras, just come of age, author of the 'Mazurkiad,' and Member of the Academy, should divest myself at your bidding of the sweetest pantaloons ever made by Bourdon, the daintiest robe de chambre ever put together by Rombert to say nothing of the taking my hair out of paper not to mention the trouble I should have in drawing off my gloves?""",EAP
9170,It was an impossibility in a normal world.,HPL
9171,He had promised to spend some hours with me one afternoon but a violent and continual rain prevented him.,MWS
9172,The Minister I believe has written learnedly on the Differential Calculus.,EAP
9173,"With how deep a spirit of wonder and perplexity was I wont to regard him from our remote pew in the gallery, as, with step solemn and slow, he ascended the pulpit This reverend man, with countenance so demurely benign, with robes so glossy and so clerically flowing, with wig so minutely powdered, so rigid and so vast, could this be he who, of late, with sour visage, and in snuffy habiliments, administered, ferule in hand, the Draconian laws of the academy?",EAP
9174,"I say it seemed to resemble sobbing or sighing but, of course, it could not have been either.",EAP
9175,"These were the words upon whose mystical meaning I had so long pondered, rejecting the explanations of the priesthood, until Death himself resolved for me the secret.",EAP
9176,"He rode through the lines, charging the officers to restrain the troops, exhorting the soldiers, restoring order, and quieting in some degree the violent agitation that swelled every bosom.",MWS
9177,"""That evidence,"" he observed, ""was hardly required in so glaring a case, but I am glad of it, and, indeed, none of our judges like to condemn a criminal upon circumstantial evidence, be it ever so decisive.""",MWS
9178,"Such things, when they happen singly, affect only the immediate parties; but the prosperity of the nation was now shaken by frequent and extensive losses.",MWS
9179,"Families, bred in opulence and luxury, were reduced to beggary.",MWS
9180,"What more would you have?"" ""But, sir, if you please, I don't remember that you paid me for the tobacco.""",EAP
9181,"That he observed it in all its bearings, and as fixedly as I, was apparent; but that he could discover in such circumstances so fruitful a field of annoyance, can only be attributed, as I said before, to his more than ordinary penetration.",EAP
9182,"On the eve of the third day I retired early to my room; I could not sleep but paced all night about my chamber and, as you may in Scotland at midsummer, watched the crimson track of the sun as it almost skirted the northern horizon.",MWS
9183,"When I slept or was absent, the forms of the venerable blind father, the gentle Agatha, and the excellent Felix flitted before me.",MWS
9184,He asked me several questions concerning my progress in the different branches of science appertaining to natural philosophy.,MWS
9185,"Hasheesh helped a great deal, and once sent him to a part of space where form does not exist, but where glowing gases study the secrets of existence.",HPL
9186,"He could not recall having seen the original of this thing except in his own dream bas relief, but the outlines had formed themselves insensibly under his hands.",HPL
9187,"The air resounded with their shouts; their picturesque costume, and the gay colours of which it was composed, flaunted in the sunshine; their eager gestures and rapid utterance accorded with their wild appearance.",MWS
9188,You cannot be made to see how the mere duration of the corpse on the shore could operate to multiply traces of the assassins.,EAP
9189,"""Can you dare you go far?""",HPL
9190,"It is no longer philosophical to base, upon what has been, a vision of what is to be.",EAP
9191,Must he tax the landed interest to assist our commercial population?,MWS
9192,"My eyes became accustomed to the light and to perceive objects in their right forms; I distinguished the insect from the herb, and by degrees, one herb from another.",MWS
9193,"It had not seen me, but was simply obeying a general plan of cutting off my escape.",HPL
9194,"In my most ungovernable moods I still retain a sense of propriety, et le chemin des passions me conduit as Lord Edouard in the ""Julie"" says it did him a la philosophie veritable.",EAP
9195,That name has so often been degraded that it will not convey the idea of all that he was.,MWS
9196,"He was ready to go back to old times, and commemorate the contests of our fathers, and the monarch's abdication.",MWS
9197,"Many men may scoff at his dread; but he read the future; and the peace of Perdita was too dear to him, her speechless agony too certain, and too fearful, not to unman him.",MWS
9198,Perhaps it is madness that is overtaking me yet perhaps a greater horror or a greater marvel is reaching out.,HPL
9199,"I have examined maps of the city with the greatest care, yet have never again found the Rue d'Auseil.",HPL
9200,"""'They are kind they are the most excellent creatures in the world; but, unfortunately, they are prejudiced against me.",MWS
9201,You minutely described in these papers every step you took in the progress of your work; this history was mingled with accounts of domestic occurrences.,MWS
9202,"Why should that lady blush To this demand there is no answer except that, having left, in the eager haste and terror of a mother's heart, the privacy of her own boudoir, she has neglected to enthral her tiny feet in their slippers, and utterly forgotten to throw over her Venetian shoulders that drapery which is their due.",EAP
9203,"""There are, properly,"" he writes, ""but two styles of landscape gardening, the natural and the artificial.",EAP
9204,I heard all things in the heaven and in the earth.,EAP
9205,"Indeed this matter is susceptible of a mathematical demonstration, a priori.",EAP
9206,"In fact, amazement must have fairly deprived me of my senses, when I could not see the vast difference, in appearance, between the surface below me, and the surface of my mother earth.",EAP
9207,"I have found that a most pleasant and lucrative business, and, really, no trouble at all.",EAP
9208,"""Oh, my Gawd, my Gawd,"" the voice choked out.",HPL
9209,"His black hair was well cut and neatly brushed, and he was clean shaven though blue chinned with a heavy growth of beard.",HPL
9210,"Sheath your weapons; these are your brothers, commit not fratricide; soon the plague will not leave one for you to glut your revenge upon: will you be more pitiless than pestilence?",MWS
9211,At the same moment the disgusting form of Brown Jenkin scrambled up over the brink of the triangular black gulf on his left.,HPL
9212,"Its bottom, which could be distinctly seen, consisted altogether, of pebbles brilliantly white.",EAP
9213,"Asellius; and the legatus of the whole region, Cn.",HPL
9214,They would have left nothing behind them; for their number would have enabled them to carry all at once.,EAP
9215,"""Now, dear Victor, I dare say you wish to be indulged in a little gossip concerning the good people of Geneva.",MWS
9216,"In the small hours of that night he slept a little in an easy chair in his office, but was at the manuscript again before dawn.",HPL
9217,"To die laughing, must be the most glorious of all glorious deaths Sir Thomas More a very fine man was Sir Thomas More Sir Thomas More died laughing, you remember.",EAP
9218,"There is the tone didactic, the tone enthusiastic, the tone natural all common place enough.",EAP
9219,"Soon our poor nurse expired; and the anguish of suspense was changed to deep regret, which though at first more painful, yet yielded with greater readiness to my consolations.",MWS
9220,"The abyss was now a seething chaos of roseate and cerulean splendour, and invisible voices sang exultantly as the knightly entourage plunged over the edge and floated gracefully down past glittering clouds and silvery coruscations.",HPL
9221,"We didn't hev them old charms to cut 'em off like folks in the Saouth Sea did, an' them Kanakys wudn't never give away their secrets.",HPL
9222,"""Referring, now, to the beginning of the cryptograph, we find the combination, .",EAP
9223,"What I did there I may not say, for I am not now sure of the reality of certain things; but I know that on the day after such a nocturnal ramble I would often astonish those about me with my knowledge of topics almost forgotten for many generations.",HPL
9224,"I saw Lord Raymond on his charger; a small company of officers had gathered about him; and behind was a promiscuous concourse of soldiers and subalterns, their discipline lost, their arms thrown aside; no music sounded, no banners streamed.",MWS
9225,When I came home at night my valet proposed to give me a flogging.,EAP
9226,But I must try to tell what I thought I saw that night under the mocking yellow moon saw surging and hopping down the Rowley road in plain sight in front of me as I crouched among the wild brambles of that desolate railway cut.,HPL
9227,"I felt immediately that it was the right one; a guess which the half illegible sign on the windshield ""Arkham Innsmouth Newb'port"" soon verified.",HPL
9228,Raymond recognized her; and his manner changed from polite beneficence to the warmest protestations of kindness and sympathy.,MWS
9229,I need not tell you how sceptical I have hitherto been on the topic of the soul's immortality.,EAP
9230,For God is but a great will pervading all things by nature of its intentness.,EAP
9231,"I saw it with perfect distinctness all a dull blue, with a hideous veil over it that chilled the very marrow in my bones; but I could see nothing else of the old man's face or person: for I had directed the ray as if by instinct, precisely upon the damned spot.",EAP
9232,"The truth is, I could not help regarding Mrs. Wyatt as a decidedly plain looking woman.",EAP
9233,"No, we will have a Protector of our own.",MWS
9234,She devoted herself to those whom she had been taught to call her uncle and cousins.,MWS
9235,"An unaccountable, and what I am compelled to consider a magnetic, sympathy of soul for soul, seemed to rivet, not only my vision, but my whole powers of thought and feeling, upon the admirable object before me.",EAP
9236,"The other three were what sent him unconscious for they were living entities about eight feet high, shaped precisely like the spiky images on the balustrade, and propelling themselves by a spider like wriggling of their lower set of starfish arms.",HPL
9237,"After so long a period of an absorbing melancholy that resembled madness in its intensity and effects, he was glad to find that I was capable of taking pleasure in the idea of such a journey, and he hoped that change of scene and varied amusement would, before my return, have restored me entirely to myself.",MWS
9238,"Prone, at all times, to abstraction, I readily fell in with his humor; and, continuing to occupy our chambers in the Faubourg Saint Germain, we gave the Future to the winds, and slumbered tranquilly in the Present, weaving the dull world around us into dreams.",EAP
9239,"I was unwilling to trust myself with a race of people who had offered, to the cursory glance I had taken, so many points of vague novelty, doubt, and apprehension.",EAP
9240,Of the bruises upon the body of Madame L'Espanaye I do not speak.,EAP
9241,"He must meet the Black Man, and go with them all to the throne of Azathoth at the centre of ultimate Chaos.",HPL
9242,"Lay down your arms, fellow men brethren Pardon, succour, and brotherly love await your repentance.",MWS
9243,"He is Gustaf Johansen, a Norwegian of some intelligence, and had been second mate of the two masted schooner Emma of Auckland, which sailed for Callao February th with a complement of eleven men.",HPL
9244,"Soon after, when he was alone with me, he said, ""I have, doubtless, excited your curiosity, as well as that of these good people; but you are too considerate to make inquiries.""",MWS
9245,My ultimate object is only the truth.,EAP
9246,My sentiments were at once quieted and exalted.,EAP
9247,"Parker slipped as the other three were plunging frenziedly over endless vistas of green crusted rock to the boat, and Johansen swears he was swallowed up by an angle of masonry which shouldn't have been there; an angle which was acute, but behaved as if it were obtuse.",HPL
9248,There are two bodies the rudimental and the complete; corresponding with the two conditions of the worm and the butterfly.,EAP
9249,"That cryptical pull from the north was getting very strong again, though it seemed now to come from a lower place in the sky.",HPL
9250,Now the direct inference from this is that the machine is not a pure machine.,EAP
9251,It was curious to trace in this miniature model the very traits of its father.,MWS
9252,"It was my task each day to visit the various families assembled in our town, and when the weather permitted, I was glad to prolong my ride, and to muse in solitude over every changeful appearance of our destiny, endeavouring to gather lessons for the future from the experience of the past.",MWS
9253,I dare say you would like to take a peep at the divinity of the temple.,EAP
9254,"""Yet I fear that the same feelings now exist that made you so miserable a year ago, even perhaps augmented by time.",MWS
9255,"I shall continue my journal concerning the stranger at intervals, should I have any fresh incidents to record.",MWS
9256,"He had been struck by the fortitude and beauty of the ill fated Greek; and, when her constant tenderness towards him unfolded itself, he asked with astonishment, by what act of his he had merited this passionate and unrequited love.",MWS
9257,"There were no cuts apparent, or bruises which appeared the effect of blows.",EAP
9258,"Again, quite a respectable diddle is this.",EAP
9259,"The labour of winding among the little paths of the mountain and fixing my feet firmly as I advanced perplexed me, occupied as I was by the emotions which the occurrences of the day had produced.",MWS
9260,"In the lucid intervals of my infirmity, her calamity, indeed, gave me pain, and, taking deeply to heart that total wreck of her fair and gentle life, I did not fail to ponder, frequently and bitterly, upon the wonder working means by which so strange a revolution had been so suddenly brought to pass.",EAP
9261,"Slightly later, when a change and a gentle tremor seemed to affect the dead limbs, West stuffed a pillow like object violently over the twitching face, not withdrawing it until the corpse appeared quiet and ready for our attempt at reanimation.",HPL
9262,"Showed that, I should say, to some purpose, in the late tremendous swamp fight away down South, with the Bugaboo and Kickapoo Indians.""",EAP
9263,"Many of his questions seemed highly out of place to his visitor, especially those which tried to connect the latter with strange cults or societies; and Wilcox could not understand the repeated promises of silence which he was offered in exchange for an admission of membership in some widespread mystical or paganly religious body.",HPL
9264,"This part of the Rhine, indeed, presents a singularly variegated landscape.",MWS
9265,"We've had enough of the other stuff, but I for one need something.",HPL
9266,"Brown Jenkin was rubbing itself with a kind of affectionate playfulness around the ankles of the black man, which the deep mud largely concealed.",HPL
9267,"Romantic as all this may appear, I really received a letter from Madame Lalande the beautiful, the wealthy, the idolized Madame Lalande.",EAP
9268,"We scudded with frightful velocity before the sea, and the water made clear breaches over us.",EAP
9269,"Idris was too much taken up by her own dreadful fears, to be angry, hardly grieved; for she judged that insensibility must be the source of this continued rancour.",MWS
9270,"""That was the evidence itself,"" said Dupin, ""but it was not the peculiarity of the evidence.",EAP
9271,"God, what a rage I'd hate to have it aimed at me ""Why did you do it, Birch?",HPL
9272,I have already mentioned the suspicion to be excited by the fact that the articles in question were suffered to remain at all in the thicket where discovered.,EAP
9273,He would scorn to employ those of another.,EAP
9274,"I presume you will call the bug scarabæus caput hominis, or something of that kind there are many similar titles in the Natural Histories.",EAP
9275,"A traveller, portmanteau in hand, is discovered running toward the wharf, at full speed.",EAP
9276,"I cannot depart without your forgiveness and I must endeavour to gain it, or I must despair.",MWS
9277,"In the sunny clime of Persia, in the crowded cities of China, amidst the aromatic groves of Cashmere, and along the southern shores of the Mediterranean, such scenes had place.",MWS
9278,I stood petrified with horror and rage.,EAP
9279,An acetylene gas outfit gave the light necessary for work.,HPL
9280,Thus Novalis errs not in saying that 'we are near waking when we dream that we dream.',EAP
9281,"The silk on the parasol was strong, but the threads of it were run together within.",EAP
9282,"I seemed to know what to do with it, for I drew a pocket electric light or what looked like one out of my pocket and nervously tested its flashes.",HPL
9283,"The account which he gave of his expedition, and of the events which had detained him, was a singular one indeed.",EAP
9284,How such a sound could have been heard in the last few hours without arousing all the Miskatonic Valley was more than the honest physician could say.,HPL
9285,"The love that is the soul of friendship is a soft spirit seldom found except when two amiable creatures are knit from early youth, or when bound by mutual suffering and pursuits; it comes to some of the elect unsought and unaware; it descends as gentle dew on chosen spots which however barren they were before become under its benign influence fertile in all sweet plants; but when desired it flies; it scoffs at the prayers of its votaries; it will bestow, but not be sought.",MWS
9286,"He wished to repay the kindness of the Athenians, to keep alive the splendid associations connected with his name, and to eradicate from Europe a power which, while every other nation advanced in civilization, stood still, a monument of antique barbarism.",MWS
9287,"Better die at once better plunge a poinard in her bosom, still untouched by drear adversity, and then again sheathe it in my own But, no; in times of misery we must fight against our destinies, and strive not to be overcome by them.",MWS
9288,At the last moment I decided I had better slacken my trot and make the crossing as before in the shambling gait of an average Innsmouth native.,HPL
9289,"When I observed this last, plain evidence of my friend's aberration of mind, I could scarcely refrain from tears.",EAP
9290,"""And yet you rescued me from a strange and perilous situation; you have benevolently restored me to life.""",MWS
9291,"Where once had risen walls of cubits and towers yet higher, now stretched only the marshy shore, and where once had dwelt fifty millions of men now crawled only the detestable green water lizard.",HPL
9292,"After many fruitless attempts to gain admittance to the prison, he found a strongly grated window in an unguarded part of the building, which lighted the dungeon of the unfortunate Muhammadan, who, loaded with chains, waited in despair the execution of the barbarous sentence.",MWS
9293,"Then came a deadly circuit of the tower, clinging to whatever holds the slimy wall could give; till finally my testing hand found the barrier yielding, and I turned upward again, pushing the slab or door with my head as I used both hands in my fearful ascent.",HPL
9294,"She has her little eccentricities, to be sure but then, you know, all old women all very old women are more or less eccentric"" ""To be sure,"" said I, ""to be sure and then the rest of these ladies and gentlemen "" ""Are my friends and keepers,"" interupted Monsieur Maillard, drawing himself up with hauteur, ""my very good friends and assistants.""",EAP
9295,"Come, come, the worst is past: no more grief, tears or despair; were not those the words you uttered?",MWS
9296,By complying with his suicidal request I could immediately free myself from one who was no longer a companion but a menace.,HPL
9297,"I then reflected, and the thought made me shiver, that the creature whom I had left in my apartment might still be there, alive and walking about.",MWS
9298,"The balloon at first collapsed, then furiously expanded, then whirled round and round with horrible velocity, and finally, reeling and staggering like a drunken man, hurled me with great force over the rim of the car, and left me dangling, at a terrific height, with my head downward, and my face outwards, by a piece of slender cord about three feet in length, which hung accidentally through a crevice near the bottom of the wicker work, and in which, as I fell, my left foot became most providentially entangled.",EAP
9299,"""The first aim of the writer is to show, from the brevity of the interval between Marie's disappearance and the finding of the floating corpse, that this corpse cannot be that of Marie.",EAP
9300,"The floors are of square tiles, the chairs and tables of black looking wood with thin crooked legs and puppy feet.",EAP
9301,"I was guiltless, but I had indeed drawn down a horrible curse upon my head, as mortal as that of crime.",MWS
9302,"But it soon occurred to me that the atmosphere was now far too rare to sustain even the feathers; that they actually fell, as they appeared to do, with great rapidity; and that I had been surprised by the united velocities of their descent and my own elevation.",EAP
9303,"Good God Margaret, if you had seen the man who thus capitulated for his safety, your surprise would have been boundless.",MWS
9304,"I became my original self, and bent my steps eagerly homeward but the past had not lost the vividness of the real and not now, even for an instant, can I compel my understanding to regard it as a dream.""",EAP
9305,"I will quote the following account of the star Nova Persei verbatim from the pages of that eminent astronomical authority, Prof. Garrett P. Serviss: ""On February , , a marvellous new star was discovered by Dr. Anderson, of Edinburgh, not very far from Algol.",HPL
9306,But I am content to die.,MWS
9307,"The experience of immemorial time had taught us formerly to count our enjoyments by years, and extend our prospect of life through a lengthened period of progression and decay; the long road threaded a vast labyrinth, and the Valley of the Shadow of Death, in which it terminated, was hid by intervening objects.",MWS
9308,"""Fool"" said the second.",EAP
9309,"But she has confessed.""",MWS
9310,"She died on the first approach of cold weather, at the beginning of this last winter.",MWS
9311,"Again I am a solitary man; and I will become again, as in my early years, a wanderer, a soldier of fortune.",MWS
9312,"For eighty thousand years Pth'thya l'yi had lived in Y'ha nthlei, and thither she had gone back after Obed Marsh was dead.",HPL
9313,"For the will of man is omnipotent, blunting the arrows of death, soothing the bed of disease, and wiping away the tears of agony.",MWS
9314,"""Well, a kid then pretty much the same thing.""",EAP
9315,"The trail up and down Sentinel Hill seemed to Armitage of almost cataclysmic significance, and he looked long at the sinister altar like stone on the summit.",HPL
9316,It was impossible to effect any thing in so short a time.,MWS
9317,One evening a numerous assembly of Greek chieftains were gathered together in the palace.,MWS
9318,"I shall become a wanderer, a miserable outcast alone alone"" In another part of the letter he mentioned me ""As for that unhappy little being whom I could not see, and hardly dare mention, I leave her under your protection.",MWS
9319,He must sign in his own blood the book of Azathoth and take a new secret name now that his independent delvings had gone so far.,HPL
9320,"The latter was undergoing a rapid change, and the water seemed more than usually transparent.",EAP
9321,"""My children,"" she said, ""my firmest hopes of future happiness were placed on the prospect of your union.",MWS
9322,A blackened circle on the floor of the ruined cellar told of a violent stroke from the heavens; and from this spot a group of curious villagers with lanterns were prying a small box of antique workmanship which the thunderbolt had brought to light.,HPL
9323,"Sometimes, in the throes of a nightmare when unseen powers whirl one over the roofs of strange dead cities toward the grinning chasm of Nis, it is a relief and even a delight to shriek wildly and throw oneself voluntarily along with the hideous vortex of dream doom into whatever bottomless gulf may yawn.",HPL
9324,"""But then I have no change for a hundred, and upon the whole, you had better ""Cast off there"" says the captain.",EAP
9325,"Upon recovering, I at once started to my feet, trembling convulsively in every fibre.",EAP
9326,"You know me I'm a man of my word now be off"" Here he swallowed his bumper of port, while I rushed from the room in despair.",EAP
9327,"Next there came to me the impression of light amidst the darkness of dead batteries, and I seemed to see a sort of phosphorescent glow in the water through the porthole which opened toward the temple.",HPL
9328,How shall I ever repay you?,MWS
9329,"She partly arose, and spoke, in an earnest low whisper, of sounds which she then heard, but which I could not hear of motions which she then saw, but which I could not perceive.",EAP
9330,Every second I was consumed with a mixture of fear and curiosity.,HPL
9331,"He did not press me to remain, but, as I departed, he shook my hand with even more than his usual cordiality.",EAP
9332,"""We have strange news here,"" I observed.",MWS
9333,"Up the long avenue of aged oaks which led from the forest to the main entrance of the Château Metzengerstein, a steed, bearing an unbonneted and disordered rider, was seen leaping with an impetuosity which outstripped the very Demon of the Tempest.",EAP
9334,"D. Johns Hopkins who had once called at the farm, and who now politely plied him with questions.",HPL
9335,"Stay here to night, and I will send Jup down for it at sunrise.",EAP
9336,"When in company, sadness would in spite of every effort steal over his features, and he sat absent and mute among the busy crowd that thronged about him.",MWS
9337,"I must stay till the next day; or come back, after having reported the present state of things to the general.",MWS
9338,"My daughter's daughter, Mademoiselle Voissart, she marry von Monsieur Croissart, and den again, my daughter's grande daughter, Mademoiselle Croissart, she marry von Monsieur Froissart; and I suppose you say dat dat is not von ver respectaable name.",EAP
9339,"""It was the fruiterer,"" replied my friend, ""who brought you to the conclusion that the mender of soles was not of sufficient height for Xerxes et id genus omne.""",EAP
9340,"""Well; you have heard, of course, the many stories current the thousand vague rumors afloat about money buried, somewhere upon the Atlantic coast, by Kidd and his associates.",EAP
9341,an' Gawd in heaven that haff face on top . .,HPL
9342,"Talks with several students of archaic lore in Boston, and letters to many others elsewhere, gave him a growing amazement which passed slowly through varied degrees of alarm to a state of really acute spiritual fear.",HPL
9343,The scent had never for an instant been lost.,EAP
9344,"I say, when they git ready . . .",HPL
9345,Its breadth at no point exceeds a quarter of a mile.,EAP
9346,"The streets were profoundly quiet, as it was nearly three o'clock in the morning.",EAP
9347,"The question of preeminence is forever put to rest, and hereafter it will be excessively preposterous in the 'Hum Drum,' the 'Rowdy Dow,' or the 'Goosetherumfoodle,' to make any farther spasmodic attempts at competition.",EAP
9348,"I was glad, for although I disliked to see the moss and the heather and the little streams and lakes depart, I had a growing wish to discern the ancient secrets the deep matted peat might hide.",HPL
9349,"In the end, it is said, the island became, nine tenths of it, church.",EAP
9350,I could not see from my side of the hotel the southward route toward Arkham which I had determined to take.,HPL
9351,"The fact is that although Bob was but twelve years old and four feet high, he was equal to any amount of fight, in a small way.",EAP
9352,"I could not, however, perceive any one at all.",EAP
9353,"The same half disdainful lips and smile of triumph, the same intelligent eyes, the same brow and chestnut hair; her very hands and taper fingers resembled his.",MWS
